,Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Hotel,Date
645,Dairy Products,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,hotel-1,2017-03-26
646,Baked Goods,380,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,hotel-1,2017-03-26
647,Baked Goods,367,Social Gathering,420,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,40,hotel-1,2017-03-26
648,Baked Goods,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,hotel-1,2017-03-27
649,Vegetables,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,hotel-1,2017-03-27
650,Fruits,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-1,2017-03-27
651,Meat,280,Social Gathering,480,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,15,hotel-1,2017-03-27
652,Vegetables,280,Social Gathering,350,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,20,hotel-1,2017-03-27
653,Dairy Products,400,Wedding,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,40,hotel-1,2017-03-28
654,Baked Goods,310,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,35,hotel-1,2017-03-28
655,Baked Goods,320,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,hotel-1,2017-03-28
656,Meat,220,Social Gathering,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,hotel-1,2017-03-28
657,Dairy Products,400,Wedding,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,hotel-1,2017-03-28
658,Dairy Products,310,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,35,hotel-1,2017-03-28
659,Fruits,250,Social Gathering,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-1,2017-03-28
660,Fruits,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,hotel-1,2017-03-29
661,Dairy Products,300,Birthday,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,35,hotel-1,2017-03-29
662,Dairy Products,270,Corporate,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-1,2017-03-29
663,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,40,hotel-1,2017-03-29
664,Baked Goods,380,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-1,2017-03-29
665,Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,hotel-1,2017-03-29
666,Dairy Products,434,Social Gathering,495,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Low,36,hotel-1,2017-03-29
667,Baked Goods,350,Birthday,450,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-1,2017-03-30
668,Dairy Products,434,Corporate,495,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,36,hotel-1,2017-03-30
669,Dairy Products,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-1,2017-03-30
670,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,50,hotel-1,2017-03-30
671,Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,hotel-1,2017-03-30
672,Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,hotel-1,2017-03-30
673,Baked Goods,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-1,2017-03-30
674,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,20,hotel-1,2017-03-30
675,Baked Goods,438,Social Gathering,493,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,35,hotel-1,2017-03-30
676,Dairy Products,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-1,2017-03-30
677,Meat,280,Birthday,350,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,20,hotel-1,2017-03-31
678,Meat,320,Birthday,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,30,hotel-1,2017-03-31
679,Fruits,400,Corporate,500,Room Temperature,Regular,Summer,Buffet,Rural,High,30,hotel-1,2017-03-31
680,Meat,292,Birthday,470,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-1,2017-03-31
681,Meat,220,Corporate,300,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,hotel-1,2017-03-31
682,Fruits,280,Corporate,480,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,hotel-1,2017-03-31
683,Baked Goods,320,Birthday,400,Room Temperature,Regular,Winter,Buffet,Rural,High,30,hotel-1,2017-03-31
684,Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Buffet,Urban,High,40,hotel-1,2017-03-31
685,Fruits,439,Social Gathering,459,Refrigerated,Regular,Summer,Buffet,Suburban,Low,26,hotel-1,2017-03-31
686,Fruits,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,50,hotel-1,2017-04-01
687,Fruits,400,Corporate,500,Refrigerated,Regular,All Seasons,Finger Food,Urban,High,40,hotel-1,2017-04-01
688,Fruits,367,Social Gathering,420,Room Temperature,Regular,Summer,Buffet,Urban,Low,40,hotel-1,2017-04-01
689,Fruits,380,Wedding,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,hotel-1,2017-04-01
690,Vegetables,250,Wedding,350,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,40,hotel-1,2017-04-01
691,Vegetables,380,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Urban,Moderate,25,hotel-1,2017-04-02
692,Baked Goods,250,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Rural,High,35,hotel-1,2017-04-02
693,Meat,400,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,High,45,hotel-1,2017-04-02
694,Meat,380,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,hotel-1,2017-04-02
695,Meat,400,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,45,hotel-1,2017-04-02
696,Fruits,350,Corporate,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-1,2017-04-02
697,Vegetables,250,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-1,2017-04-02
698,Vegetables,400,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,High,40,hotel-1,2017-04-02
699,Fruits,400,Birthday,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,hotel-1,2017-04-02
700,Dairy Products,320,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,hotel-1,2017-04-02
701,Dairy Products,300,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,hotel-1,2017-04-03
702,Meat,280,Corporate,350,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,20,hotel-1,2017-04-03
703,Fruits,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,hotel-1,2017-04-03
704,Meat,320,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,25,hotel-1,2017-04-03
705,Baked Goods,350,Corporate,450,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,20,hotel-1,2017-04-03
706,Vegetables,300,Birthday,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,hotel-1,2017-04-04
707,Vegetables,320,Birthday,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,hotel-1,2017-04-04
708,Fruits,220,Corporate,300,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,15,hotel-1,2017-04-04
709,Fruits,220,Corporate,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,hotel-1,2017-04-04
710,Dairy Products,220,Birthday,300,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,hotel-1,2017-04-04
711,Baked Goods,400,Birthday,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,45,hotel-1,2017-04-04
712,Dairy Products,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,40,hotel-1,2017-04-04
713,Dairy Products,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,50,hotel-1,2017-04-05
714,Dairy Products,220,Birthday,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,hotel-1,2017-04-05
715,Baked Goods,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,40,hotel-1,2017-04-05
716,Dairy Products,434,Corporate,495,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,36,hotel-1,2017-04-05
717,Baked Goods,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-1,2017-04-05
718,Baked Goods,220,Birthday,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,hotel-1,2017-04-05
719,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,40,hotel-1,2017-04-05
720,Dairy Products,250,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,30,hotel-1,2017-04-05
721,Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-1,2017-04-06
722,Baked Goods,453,Social Gathering,484,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,54,hotel-1,2017-04-06
723,Dairy Products,350,Wedding,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-1,2017-04-06
724,Dairy Products,260,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,20,hotel-1,2017-04-06
725,Vegetables,350,Social Gathering,450,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-1,2017-04-06
726,Fruits,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-1,2017-04-06
727,Dairy Products,250,Birthday,350,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,15,hotel-1,2017-04-06
728,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,hotel-1,2017-04-07
729,Dairy Products,320,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,25,hotel-1,2017-04-07
730,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,45,hotel-1,2017-04-07
731,Baked Goods,350,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,hotel-1,2017-04-07
732,Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-1,2017-04-07
733,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,High,40,hotel-1,2017-04-07
734,Dairy Products,300,Corporate,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,hotel-1,2017-04-07
735,Baked Goods,250,Social Gathering,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,hotel-1,2017-04-08
736,Fruits,320,Social Gathering,400,Room Temperature,Occasional,All Seasons,Finger Food,Suburban,Moderate,25,hotel-1,2017-04-08
737,Dairy Products,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,20,hotel-1,2017-04-08
738,Meat,400,Wedding,500,Refrigerated,Occasional,Summer,Buffet,Rural,High,30,hotel-1,2017-04-08
739,Meat,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,High,45,hotel-1,2017-04-08
740,Meat,400,Wedding,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Low,25,hotel-1,2017-04-08
741,Fruits,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-1,2017-04-08
742,Fruits,380,Wedding,500,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-1,2017-04-08
743,Meat,300,Wedding,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,40,hotel-1,2017-04-08
744,Meat,400,Wedding,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,25,hotel-1,2017-04-08
745,Fruits,320,Corporate,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,hotel-1,2017-04-09
746,Meat,380,Birthday,480,Refrigerated,Regular,All Seasons,Buffet,Suburban,Moderate,30,hotel-1,2017-04-09
747,Fruits,380,Corporate,480,Refrigerated,Occasional,Winter,Buffet,Suburban,Moderate,30,hotel-1,2017-04-09
748,Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,15,hotel-1,2017-04-09
749,Vegetables,380,Birthday,480,Refrigerated,Regular,Summer,Buffet,Suburban,Moderate,30,hotel-1,2017-04-09
750,Meat,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-1,2017-04-09
751,Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Rural,Low,15,hotel-1,2017-04-10
752,Meat,400,Corporate,350,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-1,2017-04-10
753,Meat,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,hotel-1,2017-04-10
754,Baked Goods,290,Birthday,374,Room Temperature,Regular,Summer,Finger Food,Rural,Low,27,hotel-1,2017-04-10
755,Fruits,400,Birthday,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,hotel-1,2017-04-10
756,Meat,240,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,hotel-1,2017-04-10
757,Meat,250,Wedding,350,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,20,hotel-1,2017-04-10
758,Meat,320,Corporate,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,25,hotel-1,2017-04-11
759,Baked Goods,450,Birthday,500,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,hotel-1,2017-04-11
760,Baked Goods,439,Corporate,459,Room Temperature,Occasional,Winter,Buffet,Suburban,Low,36,hotel-1,2017-04-11
761,Baked Goods,280,Wedding,350,Room Temperature,Occasional,All Seasons,Buffet,Urban,Low,20,hotel-1,2017-04-11
762,Fruits,310,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,hotel-1,2017-04-11
763,Vegetables,208,Wedding,282,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,hotel-1,2017-04-11
764,Fruits,208,Wedding,282,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,hotel-1,2017-04-11
765,Vegetables,250,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,hotel-1,2017-04-12
766,Baked Goods,300,Wedding,400,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,hotel-1,2017-04-12
767,Fruits,250,Corporate,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,hotel-1,2017-04-12
768,Baked Goods,290,Birthday,374,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,27,hotel-1,2017-04-12
769,Fruits,342,Corporate,405,Refrigerated,Occasional,All Seasons,Finger Food,Urban,Moderate,29,hotel-1,2017-04-12
770,Dairy Products,280,Wedding,480,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,15,hotel-1,2017-04-12
771,Vegetables,434,Wedding,495,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Urban,Low,36,hotel-1,2017-04-12
772,Meat,230,Social Gathering,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Low,20,hotel-1,2017-04-13
773,Baked Goods,491,Birthday,497,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,32,hotel-1,2017-04-13
774,Dairy Products,250,Social Gathering,500,Room Temperature,Regular,Winter,Buffet,Urban,High,40,hotel-1,2017-04-13
775,Fruits,320,Social Gathering,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,hotel-1,2017-04-13
776,Fruits,400,Corporate,500,Room Temperature,Occasional,Summer,Sit-down Dinner,Suburban,High,50,hotel-1,2017-04-13
777,Fruits,230,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,hotel-1,2017-04-13
778,Fruits,208,Wedding,282,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,22,hotel-1,2017-04-13
779,Dairy Products,220,Birthday,300,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,hotel-1,2017-04-14
780,Fruits,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,hotel-1,2017-04-14
781,Baked Goods,453,Birthday,484,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,54,hotel-1,2017-04-14
782,Baked Goods,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,40,hotel-1,2017-04-14
783,Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,15,hotel-1,2017-04-14
784,Fruits,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,30,hotel-1,2017-04-15
785,Meat,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,hotel-1,2017-04-15
786,Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,15,hotel-1,2017-04-15
787,Baked Goods,208,Corporate,282,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,22,hotel-1,2017-04-15
788,Meat,280,Social Gathering,350,Refrigerated,Occasional,All Seasons,Finger Food,Rural,Moderate,20,hotel-1,2017-04-15
789,Dairy Products,350,Wedding,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,35,hotel-1,2017-04-15
790,Fruits,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,hotel-1,2017-04-15
791,Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,45,hotel-1,2017-04-15
792,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,50,hotel-1,2017-04-15
793,Baked Goods,300,Social Gathering,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,hotel-1,2017-04-15
794,Baked Goods,230,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Moderate,30,hotel-1,2017-04-16
795,Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,hotel-1,2017-04-16
796,Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,hotel-1,2017-04-16
797,Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-1,2017-04-16
798,Dairy Products,261,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,hotel-1,2017-04-16
799,Dairy Products,438,Social Gathering,493,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,35,hotel-1,2017-04-16
800,Meat,491,Birthday,497,Refrigerated,Regular,Summer,Finger Food,Urban,High,32,hotel-1,2017-04-16
801,Meat,300,Birthday,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Low,15,hotel-1,2017-04-16
802,Meat,300,Wedding,400,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40,hotel-1,2017-04-16
803,Meat,350,Wedding,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-1,2017-04-17
804,Meat,292,Corporate,470,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,50,hotel-1,2017-04-17
805,Meat,300,Wedding,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,25,hotel-1,2017-04-17
806,Baked Goods,430,Corporate,477,Room Temperature,Regular,Summer,Buffet,Urban,Low,29,hotel-1,2017-04-17
807,Fruits,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,hotel-1,2017-04-17
808,Meat,320,Wedding,400,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,35,hotel-1,2017-04-17
809,Fruits,300,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,15,hotel-1,2017-04-17
810,Meat,350,Wedding,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,hotel-1,2017-04-17
811,Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,25,hotel-1,2017-04-18
812,Fruits,400,Birthday,500,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,50,hotel-1,2017-04-18
813,Baked Goods,250,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,hotel-1,2017-04-18
814,Dairy Products,261,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,23,hotel-1,2017-04-18
815,Fruits,220,Corporate,300,Refrigerated,Regular,Winter,Finger Food,Rural,Low,15,hotel-1,2017-04-18
816,Meat,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Rural,High,45,hotel-1,2017-04-18
817,Meat,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,15,hotel-1,2017-04-18
818,Vegetables,320,Wedding,400,Room Temperature,Regular,Summer,Buffet,Rural,High,35,hotel-1,2017-04-18
